registration_id,event_name,event_type,event_format,registration_date,event_date,channel_source,job_title,industry,company_size,attendance_status,sessions_registered,sessions_attended,engagement_score,survey_completed,acquisition_cost
1095,Developer Conference 2024,Flagship,In-Person,2024-04-15,2024-06-10,Email Campaign,Product Manager,Technology,201-1000,Attended,7,4,6,No,5.79
1096,Developer Conference 2024,Flagship,In-Person,2024-05-23,2024-06-10,Email Campaign,Program Manager,Manufacturing,1001-5000,Cancelled,7,0,0,No,4.83
1097,Developer Conference 2024,Flagship,In-Person,2024-04-28,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Retail,51-200,Attended,1,1,7,No,17.24
1098,Developer Conference 2024,Flagship,In-Person,2024-05-02,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Manufacturing,5000+,Attended,6,3,4,Yes,36.98
1099,Developer Conference 2024,Flagship,In-Person,2024-04-13,2024-06-10,Social Media,Software Developer,Education,201-1000,Attended,7,2,7,Yes,18.87
1100,Developer Conference 2024,Flagship,In-Person,2024-05-24,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Technology,1-50,Attended,3,1,3,No,27.09
1101,Developer Conference 2024,Flagship,In-Person,2024-05-12,2024-06-10,Email Campaign,Product Manager,Education,201-1000,Attended,8,1,9,Yes,4.12
1102,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,Email Campaign,Software Developer,Retail,1-50,Attended,1,1,2,No,3.76
1103,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Email Campaign,VP Marketing,Healthcare,5000+,Attended,4,1,10,No,7.17
1104,Developer Conference 2024,Flagship,In-Person,2024-04-28,2024-06-10,Social Media,Marketing Manager,Healthcare,51-200,Attended,1,1,5,No,20.73
1105,Developer Conference 2024,Flagship,In-Person,2024-05-17,2024-06-10,Social Media,Software Developer,Healthcare,1001-5000,Attended,1,1,8,No,10.91
1106,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Direct/Website,Solutions Architect,Manufacturing,1-50,Attended,3,3,7,No,1.56
1107,Developer Conference 2024,Flagship,In-Person,2024-05-09,2024-06-10,Email Campaign,Digital Marketing Specialist,Retail,51-200,Attended,9,4,9,Yes,5.65
1108,Developer Conference 2024,Flagship,In-Person,2024-05-05,2024-06-10,Referral,Program Manager,Media,5000+,No-Show,6,0,1,No,1.88
1109,Developer Conference 2024,Flagship,In-Person,2024-05-02,2024-06-10,Social Media,Marketing Manager,Finance,51-200,Attended,6,1,5,Yes,17.27
1110,Developer Conference 2024,Flagship,In-Person,2024-05-27,2024-06-10,Referral,Data Engineer,Media,5000+,Attended,9,2,6,No,0.58
1111,Developer Conference 2024,Flagship,In-Person,2024-05-03,2024-06-10,Google Search,Data Engineer,Technology,5000+,No-Show,1,0,2,No,18.85
1112,Developer Conference 2024,Flagship,In-Person,2024-05-06,2024-06-10,Google Search,Business Analyst,Technology,51-200,Attended,2,2,6,No,32.71
1113,Developer Conference 2024,Flagship,In-Person,2024-04-24,2024-06-10,LinkedIn Ad,Program Manager,Finance,1-50,Attended,3,1,6,Yes,36.18
1114,Developer Conference 2024,Flagship,In-Person,2024-05-23,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Retail,5000+,No-Show,6,0,1,No,44.02
1115,Developer Conference 2024,Flagship,In-Person,2024-05-11,2024-06-10,Social Media,VP Marketing,Retail,51-200,Attended,3,1,8,No,24.15
1116,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,Email Campaign,Data Engineer,Education,1001-5000,No-Show,6,0,3,No,6.33
1117,Developer Conference 2024,Flagship,In-Person,2024-05-30,2024-06-10,Social Media,Business Analyst,Technology,201-1000,No-Show,8,0,1,No,22.14
1118,Developer Conference 2024,Flagship,In-Person,2024-04-11,2024-06-10,Email Campaign,Business Analyst,Retail,201-1000,Attended,5,2,8,Yes,7.32
1119,Developer Conference 2024,Flagship,In-Person,2024-04-19,2024-06-10,Google Search,Data Engineer,Media,1001-5000,Attended,1,1,6,No,23.49
1120,Developer Conference 2024,Flagship,In-Person,2024-04-23,2024-06-10,LinkedIn Ad,VP Marketing,Healthcare,5000+,Cancelled,1,0,0,No,34.85
1121,Developer Conference 2024,Flagship,In-Person,2024-05-15,2024-06-10,LinkedIn Ad,Digital Marketing Specialist,Manufacturing,51-200,Attended,7,5,3,No,43.58
1122,Developer Conference 2024,Flagship,In-Person,2024-06-04,2024-06-10,Social Media,Solutions Architect,Finance,201-1000,No-Show,2,0,1,No,12.01
1123,Developer Conference 2024,Flagship,In-Person,2024-05-04,2024-06-10,Email Campaign,Program Manager,Finance,1-50,Attended,1,1,8,Yes,3.55
1124,Developer Conference 2024,Flagship,In-Person,2024-04-15,2024-06-10,Direct/Website,Business Analyst,Manufacturing,201-1000,No-Show,5,0,1,No,1.96
1125,Developer Conference 2024,Flagship,In-Person,2024-06-05,2024-06-10,LinkedIn Ad,IT Director,Manufacturing,51-200,No-Show,7,0,1,No,36.02
1126,Developer Conference 2024,Flagship,In-Person,2024-04-11,2024-06-10,Referral,Business Analyst,Education,51-200,Attended,7,6,7,No,0.89
1127,Developer Conference 2024,Flagship,In-Person,2024-04-25,2024-06-10,Google Search,Marketing Manager,Manufacturing,1-50,Attended,5,1,5,Yes,26.53
1128,Developer Conference 2024,Flagship,In-Person,2024-05-01,2024-06-10,LinkedIn Ad,Software Developer,Retail,1001-5000,Attended,5,2,6,No,33.28
1129,Developer Conference 2024,Flagship,In-Person,2024-05-18,2024-06-10,LinkedIn Ad,CTO,Retail,201-1000,Attended,6,6,7,Yes,39.03
1130,Developer Conference 2024,Flagship,In-Person,2024-04-21,2024-06-10,Direct/Website,CTO,Retail,51-200,No-Show,10,0,1,No,1.39
1131,AI Innovation Tour,Regional,Hybrid,2024-08-03,2024-09-05,Google Search,Program Manager,Technology,1-50,No-Show,8,0,2,No,10.56
1132,AI Innovation Tour,Regional,Hybrid,2024-08-25,2024-09-05,Email Campaign,IT Director,Retail,5000+,No-Show,1,0,1,No,5.33
1133,AI Innovation Tour,Regional,Hybrid,2024-08-19,2024-09-05,Referral,Program Manager,Healthcare,1-50,Attended,5,4,8,No,2.05
1134,AI Innovation Tour,Regional,Hybrid,2024-07-09,2024-09-05,Google Search,IT Director,Healthcare,1001-5000,No-Show,3,0,1,No,25.82
1135,AI Innovation Tour,Regional,Hybrid,2024-08-21,2024-09-05,Direct/Website,IT Director,Healthcare,5000+,Cancelled,2,0,0,No,0.17
1136,AI Innovation Tour,Regional,Hybrid,2024-07-14,2024-09-05,Email Campaign,Business Analyst,Technology,5000+,No-Show,3,0,1,No,2.88
1137,AI Innovation Tour,Regional,Hybrid,2024-07-12,2024-09-05,Referral,Software Developer,Media,201-1000,Attended,5,3,7,Yes,1.71
1138,AI Innovation Tour,Regional,Hybrid,2024-07-27,2024-09-05,Google Search,Data Engineer,Media,51-200,Attended,7,4,6,No,25.85
1139,AI Innovation Tour,Regional,Hybrid,2024-07-31,2024-09-05,Google Search,Solutions Architect,Media,1001-5000,No-Show,2,0,1,No,30.81
1140,AI Innovation Tour,Regional,Hybrid,2024-08-27,2024-09-05,Email Campaign,CTO,Media,51-200,Attended,3,1,9,Yes,3.76
1141,AI Innovation Tour,Regional,Hybrid,2024-08-17,2024-09-05,Google Search,IT Director,Finance,51-200,Attended,6,1,1,No,13.6
1142,AI Innovation Tour,Regional,Hybrid,2024-08-09,2024-09-05,Social Media,Marketing Manager,Education,201-1000,Attended,1,1,9,Yes,24.14
1143,AI Innovation Tour,Regional,Hybrid,2024-08-22,2024-09-05,Google Search,IT Director,Media,5000+,No-Show,3,0,1,No,13.87
1144,AI Innovation Tour,Regional,Hybrid,2024-08-10,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Finance,1-50,No-Show,6,0,2,No,25.04
1145,AI Innovation Tour,Regional,Hybrid,2024-08-31,2024-09-05,Social Media,Business Analyst,Media,201-1000,No-Show,3,0,1,No,16.89
1146,AI Innovation Tour,Regional,Hybrid,2024-08-28,2024-09-05,Email Campaign,VP Marketing,Finance,51-200,Attended,1,1,2,Yes,6.76
1147,AI Innovation Tour,Regional,Hybrid,2024-08-17,2024-09-05,Email Campaign,Data Engineer,Education,201-1000,No-Show,5,0,1,No,5.61
1148,AI Innovation Tour,Regional,Hybrid,2024-08-25,2024-09-05,Email Campaign,IT Director,Education,51-200,Attended,7,6,6,No,5.04
1149,AI Innovation Tour,Regional,Hybrid,2024-07-07,2024-09-05,Email Campaign,Business Analyst,Education,1001-5000,Cancelled,8,0,0,No,7.67
1150,AI Innovation Tour,Regional,Hybrid,2024-08-05,2024-09-05,Email Campaign,Business Analyst,Retail,51-200,Attended,1,1,8,Yes,4.67
1151,AI Innovation Tour,Regional,Hybrid,2024-07-18,2024-09-05,Google Search,Digital Marketing Specialist,Healthcare,1001-5000,Attended,10,5,7,Yes,24.14
1152,AI Innovation Tour,Regional,Hybrid,2024-08-06,2024-09-05,Email Campaign,Solutions Architect,Finance,1001-5000,No-Show,1,0,1,No,2.04
1153,AI Innovation Tour,Regional,Hybrid,2024-08-13,2024-09-05,Direct/Website,Software Developer,Retail,201-1000,Attended,5,1,4,Yes,0.67
1154,AI Innovation Tour,Regional,Hybrid,2024-08-13,2024-09-05,LinkedIn Ad,Data Engineer,Retail,5000+,Attended,6,4,8,Yes,38.24
1155,AI Innovation Tour,Regional,Hybrid,2024-07-31,2024-09-05,LinkedIn Ad,Data Analyst,Manufacturing,51-200,Attended,3,1,8,Yes,33.85
1156,AI Innovation Tour,Regional,Hybrid,2024-07-22,2024-09-05,Email Campaign,VP Marketing,Finance,1001-5000,Attended,10,1,5,Yes,4.89
1157,AI Innovation Tour,Regional,Hybrid,2024-07-10,2024-09-05,Email Campaign,Data Analyst,Education,1-50,Attended,7,6,6,Yes,2.44
1158,AI Innovation Tour,Regional,Hybrid,2024-07-20,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Technology,201-1000,Attended,5,1,6,No,15.57
1159,AI Innovation Tour,Regional,Hybrid,2024-09-01,2024-09-05,Email Campaign,CTO,Technology,1001-5000,Attended,5,3,5,No,6.2
1160,AI Innovation Tour,Regional,Hybrid,2024-08-27,2024-09-05,Email Campaign,CTO,Media,51-200,No-Show,7,0,1,No,5.63
1161,AI Innovation Tour,Regional,Hybrid,2024-07-22,2024-09-05,LinkedIn Ad,Marketing Manager,Manufacturing,1001-5000,Attended,6,5,10,Yes,35.09
1162,AI Innovation Tour,Regional,Hybrid,2024-08-17,2024-09-05,Direct/Website,IT Director,Technology,1-50,Attended,10,1,6,No,0.81
1163,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,Email Campaign,Marketing Manager,Media,5000+,Attended,6,2,6,No,2.42
1164,AI Innovation Tour,Regional,Hybrid,2024-07-14,2024-09-05,Referral,VP Marketing,Media,1001-5000,Cancelled,3,0,0,No,0.45
1165,AI Innovation Tour,Regional,Hybrid,2024-07-11,2024-09-05,Social Media,VP Marketing,Finance,201-1000,No-Show,1,0,1,No,9.14
1166,AI Innovation Tour,Regional,Hybrid,2024-08-19,2024-09-05,Social Media,Data Engineer,Technology,5000+,No-Show,6,0,1,No,12.61
1167,AI Innovation Tour,Regional,Hybrid,2024-08-31,2024-09-05,Direct/Website,Program Manager,Healthcare,5000+,Attended,6,4,5,No,0.78
1168,AI Innovation Tour,Regional,Hybrid,2024-08-10,2024-09-05,Google Search,Solutions Architect,Finance,5000+,Attended,1,1,8,No,15.53
1169,AI Innovation Tour,Regional,Hybrid,2024-07-27,2024-09-05,Referral,Data Engineer,Retail,51-200,Attended,6,4,4,No,0.27
1170,AI Innovation Tour,Regional,Hybrid,2024-07-29,2024-09-05,Email Campaign,CTO,Manufacturing,51-200,Attended,5,2,6,Yes,2.28
1171,AI Innovation Tour,Regional,Hybrid,2024-08-03,2024-09-05,Email Campaign,Data Analyst,Media,5000+,Attended,4,4,5,No,5.23
1172,AI Innovation Tour,Regional,Hybrid,2024-08-19,2024-09-05,Email Campaign,Software Developer,Retail,1001-5000,Attended,3,2,7,No,3.68
1173,AI Innovation Tour,Regional,Hybrid,2024-07-26,2024-09-05,Social Media,Program Manager,Finance,1-50,No-Show,2,0,1,No,18.91
1174,AI Innovation Tour,Regional,Hybrid,2024-08-29,2024-09-05,Email Campaign,Data Engineer,Manufacturing,1001-5000,No-Show,7,0,2,No,2.09
1175,AI Innovation Tour,Regional,Hybrid,2024-09-01,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Education,1001-5000,No-Show,2,0,1,No,40.16
1176,AI Innovation Tour,Regional,Hybrid,2024-07-19,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Technology,1-50,Attended,5,4,7,No,25.01
1177,AI Innovation Tour,Regional,Hybrid,2024-08-28,2024-09-05,Email Campaign,Software Developer,Finance,5000+,Attended,8,4,4,No,4.49
1178,AI Innovation Tour,Regional,Hybrid,2024-08-23,2024-09-05,Social Media,Data Engineer,Media,1001-5000,No-Show,6,0,2,No,9.75
1179,AI Innovation Tour,Regional,Hybrid,2024-07-11,2024-09-05,Referral,Software Developer,Technology,5000+,Attended,2,1,5,No,1.89
1180,AI Innovation Tour,Regional,Hybrid,2024-08-21,2024-09-05,LinkedIn Ad,Marketing Manager,Manufacturing,51-200,Attended,8,6,6,Yes,32.58
1181,AI Innovation Tour,Regional,Hybrid,2024-07-26,2024-09-05,Referral,Software Developer,Technology,1-50,Attended,1,1,8,No,1.35
1182,AI Innovation Tour,Regional,Hybrid,2024-08-22,2024-09-05,Social Media,Business Analyst,Healthcare,1001-5000,No-Show,3,0,1,No,14.21
1183,AI Innovation Tour,Regional,Hybrid,2024-08-09,2024-09-05,Email Campaign,VP Marketing,Healthcare,1001-5000,No-Show,9,0,2,No,6.29
1184,AI Innovation Tour,Regional,Hybrid,2024-08-26,2024-09-05,Google Search,Software Developer,Finance,51-200,Attended,4,2,5,No,34.91
1185,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,Email Campaign,CTO,Retail,5000+,Attended,5,5,4,No,4.37
1186,AI Innovation Tour,Regional,Hybrid,2024-07-26,2024-09-05,Email Campaign,VP Marketing,Healthcare,1001-5000,Attended,1,1,9,Yes,2.98
1187,AI Innovation Tour,Regional,Hybrid,2024-07-27,2024-09-05,Referral,Product Manager,Healthcare,5000+,No-Show,6,0,2,No,0.26
1188,AI Innovation Tour,Regional,Hybrid,2024-07-12,2024-09-05,LinkedIn Ad,Marketing Manager,Retail,201-1000,No-Show,5,0,1,No,23.87
1189,AI Innovation Tour,Regional,Hybrid,2024-08-24,2024-09-05,Email Campaign,Data Engineer,Finance,201-1000,Attended,1,1,5,Yes,3.86
1190,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,Email Campaign,Business Analyst,Healthcare,1-50,No-Show,4,0,2,No,7.79
1191,AI Innovation Tour,Regional,Hybrid,2024-08-22,2024-09-05,Social Media,Business Analyst,Retail,1001-5000,Attended,5,1,7,No,13.41
1192,AI Innovation Tour,Regional,Hybrid,2024-07-30,2024-09-05,Email Campaign,Business Analyst,Media,1-50,Attended,2,2,8,Yes,2.89
1193,AI Innovation Tour,Regional,Hybrid,2024-07-09,2024-09-05,Email Campaign,Program Manager,Technology,201-1000,Cancelled,3,0,0,No,6.34
1194,AI Innovation Tour,Regional,Hybrid,2024-07-09,2024-09-05,LinkedIn Ad,VP Marketing,Education,5000+,Cancelled,2,0,0,No,33.66
1195,AI Innovation Tour,Regional,Hybrid,2024-08-12,2024-09-05,Google Search,Data Analyst,Retail,201-1000,Attended,6,1,3,No,28.64
1196,AI Innovation Tour,Regional,Hybrid,2024-07-07,2024-09-05,Email Campaign,Program Manager,Technology,51-200,Attended,5,5,7,No,7.32
1197,AI Innovation Tour,Regional,Hybrid,2024-08-15,2024-09-05,Email Campaign,Solutions Architect,Retail,1001-5000,No-Show,8,0,2,No,5.28
1198,AI Innovation Tour,Regional,Hybrid,2024-07-12,2024-09-05,Email Campaign,Business Analyst,Finance,5000+,No-Show,8,0,2,No,2.64
1199,AI Innovation Tour,Regional,Hybrid,2024-07-17,2024-09-05,Email Campaign,IT Director,Finance,1001-5000,Attended,8,4,4,No,5.9
1200,AI Innovation Tour,Regional,Hybrid,2024-07-29,2024-09-05,Google Search,Data Analyst,Retail,201-1000,No-Show,2,0,2,No,33.36
1201,AI Innovation Tour,Regional,Hybrid,2024-07-29,2024-09-05,LinkedIn Ad,Program Manager,Finance,1001-5000,No-Show,5,0,1,No,24.42
1202,AI Innovation Tour,Regional,Hybrid,2024-07-26,2024-09-05,LinkedIn Ad,Business Analyst,Manufacturing,201-1000,No-Show,5,0,1,No,19.13
1203,AI Innovation Tour,Regional,Hybrid,2024-07-25,2024-09-05,Direct/Website,Data Analyst,Media,5000+,Attended,9,2,6,No,1.17
1204,AI Innovation Tour,Regional,Hybrid,2024-07-25,2024-09-05,Email Campaign,CTO,Retail,51-200,No-Show,6,0,1,No,2.57
1205,AI Innovation Tour,Regional,Hybrid,2024-08-05,2024-09-05,Email Campaign,Product Manager,Manufacturing,51-200,Attended,8,6,5,No,2.08
1206,AI Innovation Tour,Regional,Hybrid,2024-07-27,2024-09-05,Google Search,Solutions Architect,Finance,1001-5000,No-Show,3,0,1,No,33.12
1207,AI Innovation Tour,Regional,Hybrid,2024-07-27,2024-09-05,Social Media,Data Engineer,Technology,1-50,No-Show,4,0,1,No,23.54
1208,AI Innovation Tour,Regional,Hybrid,2024-07-26,2024-09-05,Email Campaign,CTO,Education,1001-5000,Attended,3,2,4,Yes,7.34
1209,AI Innovation Tour,Regional,Hybrid,2024-08-18,2024-09-05,Email Campaign,Data Analyst,Healthcare,1001-5000,No-Show,4,0,1,No,6.13
1210,AI Innovation Tour,Regional,Hybrid,2024-07-22,2024-09-05,LinkedIn Ad,Program Manager,Media,1-50,No-Show,5,0,1,No,38.22
1211,AI Innovation Tour,Regional,Hybrid,2024-08-03,2024-09-05,Email Campaign,Digital Marketing Specialist,Technology,1001-5000,Attended,4,3,3,Yes,2.58
1212,AI Innovation Tour,Regional,Hybrid,2024-08-18,2024-09-05,Email Campaign,VP Marketing,Technology,5000+,No-Show,2,0,2,No,7.17
1213,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,LinkedIn Ad,CTO,Healthcare,201-1000,No-Show,2,0,1,No,27.43
1214,AI Innovation Tour,Regional,Hybrid,2024-08-01,2024-09-05,Email Campaign,Product Manager,Education,1-50,Attended,5,3,5,Yes,2.54
1215,AI Innovation Tour,Regional,Hybrid,2024-08-04,2024-09-05,LinkedIn Ad,Solutions Architect,Retail,51-200,Attended,1,1,7,Yes,41.11
1216,AI Innovation Tour,Regional,Hybrid,2024-08-18,2024-09-05,LinkedIn Ad,Program Manager,Education,5000+,Attended,4,4,9,No,44.97
1217,AI Innovation Tour,Regional,Hybrid,2024-08-11,2024-09-05,Email Campaign,Marketing Manager,Healthcare,51-200,Attended,2,2,8,Yes,5.3
1218,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,Google Search,Data Engineer,Healthcare,5000+,Attended,3,1,3,No,29.46
1219,AI Innovation Tour,Regional,Hybrid,2024-08-09,2024-09-05,LinkedIn Ad,Software Developer,Finance,51-200,Attended,5,5,4,Yes,43.25
1220,AI Innovation Tour,Regional,Hybrid,2024-07-22,2024-09-05,Email Campaign,Solutions Architect,Manufacturing,1001-5000,Attended,2,1,5,No,5.89
1221,AI Innovation Tour,Regional,Hybrid,2024-07-29,2024-09-05,Email Campaign,IT Director,Media,1-50,Attended,5,5,6,Yes,5.62
1222,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,Google Search,Product Manager,Manufacturing,1001-5000,Attended,4,3,3,No,33.75
1223,AI Innovation Tour,Regional,Hybrid,2024-07-28,2024-09-05,Direct/Website,Business Analyst,Retail,1-50,Attended,8,8,4,Yes,0.27
1224,AI Innovation Tour,Regional,Hybrid,2024-07-19,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Media,201-1000,Attended,1,1,7,No,27.76
1225,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,LinkedIn Ad,Software Developer,Retail,1001-5000,Attended,6,4,9,No,43.51
1226,AI Innovation Tour,Regional,Hybrid,2024-08-27,2024-09-05,Google Search,Marketing Manager,Media,1-50,Attended,2,1,7,Yes,22.94
1227,AI Innovation Tour,Regional,Hybrid,2024-08-03,2024-09-05,Google Search,Software Developer,Media,51-200,Attended,3,3,6,No,29.35
1228,AI Innovation Tour,Regional,Hybrid,2024-07-16,2024-09-05,Social Media,CTO,Education,1001-5000,Attended,8,8,9,No,21.09
1229,AI Innovation Tour,Regional,Hybrid,2024-08-18,2024-09-05,Google Search,Program Manager,Healthcare,201-1000,No-Show,4,0,1,No,31.2
1230,AI Innovation Tour,Regional,Hybrid,2024-07-24,2024-09-05,Email Campaign,IT Director,Healthcare,51-200,Cancelled,1,0,0,No,7.88
1231,AI Innovation Tour,Regional,Hybrid,2024-08-05,2024-09-05,Direct/Website,IT Director,Manufacturing,201-1000,Attended,2,2,6,No,0.1
1232,AI Innovation Tour,Regional,Hybrid,2024-08-16,2024-09-05,Referral,Marketing Manager,Media,201-1000,Attended,11,8,7,No,1.2
1233,AI Innovation Tour,Regional,Hybrid,2024-08-06,2024-09-05,Email Campaign,Business Analyst,Retail,5000+,Attended,6,4,7,No,6.15
1234,AI Innovation Tour,Regional,Hybrid,2024-07-07,2024-09-05,Email Campaign,Marketing Manager,Healthcare,1001-5000,Attended,4,4,6,No,3.79
1235,AI Innovation Tour,Regional,Hybrid,2024-08-14,2024-09-05,Email Campaign,Marketing Manager,Media,5000+,Attended,4,1,5,Yes,5.8
1236,AI Innovation Tour,Regional,Hybrid,2024-07-13,2024-09-05,LinkedIn Ad,VP Marketing,Media,51-200,No-Show,10,0,1,No,16.34
1237,AI Innovation Tour,Regional,Hybrid,2024-07-09,2024-09-05,Referral,Digital Marketing Specialist,Finance,51-200,Attended,3,1,7,No,0.2
1238,AI Innovation Tour,Regional,Hybrid,2024-08-23,2024-09-05,Social Media,IT Director,Media,201-1000,Attended,1,1,5,No,8.44
1239,AI Innovation Tour,Regional,Hybrid,2024-08-15,2024-09-05,Referral,Program Manager,Healthcare,1-50,Cancelled,1,0,0,No,2.97
1240,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,Direct/Website,Software Developer,Education,1-50,No-Show,5,0,1,No,1.93
1241,AI Innovation Tour,Regional,Hybrid,2024-07-10,2024-09-05,Direct/Website,Data Analyst,Finance,1001-5000,Cancelled,6,0,0,No,0.66
1242,AI Innovation Tour,Regional,Hybrid,2024-08-09,2024-09-05,Direct/Website,VP Marketing,Manufacturing,5000+,Attended,1,1,6,No,0.71
1243,AI Innovation Tour,Regional,Hybrid,2024-08-24,2024-09-05,Social Media,Data Analyst,Manufacturing,1001-5000,No-Show,3,0,1,No,18.59
1244,AI Innovation Tour,Regional,Hybrid,2024-07-07,2024-09-05,Social Media,Data Analyst,Finance,1001-5000,Attended,9,2,2,No,14.19
1245,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,Google Search,IT Director,Technology,5000+,Attended,4,2,6,No,24.76
1246,AI Innovation Tour,Regional,Hybrid,2024-08-29,2024-09-05,Email Campaign,Marketing Manager,Media,5000+,Attended,1,1,9,No,5.43
1247,AI Innovation Tour,Regional,Hybrid,2024-07-25,2024-09-05,Email Campaign,Software Developer,Finance,1-50,Attended,8,1,7,Yes,2.91
1248,AI Innovation Tour,Regional,Hybrid,2024-09-02,2024-09-05,Email Campaign,Product Manager,Education,1001-5000,Attended,2,1,2,Yes,6.91
1249,AI Innovation Tour,Regional,Hybrid,2024-07-12,2024-09-05,Social Media,Data Engineer,Technology,1-50,Attended,9,1,3,Yes,19.99
1250,AI Innovation Tour,Regional,Hybrid,2024-07-20,2024-09-05,Social Media,Data Analyst,Finance,5000+,Attended,6,1,8,Yes,11.2
1251,AI Innovation Tour,Regional,Hybrid,2024-08-23,2024-09-05,Direct/Website,IT Director,Healthcare,1001-5000,Cancelled,8,0,0,No,1.19
1252,AI Innovation Tour,Regional,Hybrid,2024-07-21,2024-09-05,Email Campaign,Marketing Manager,Media,1-50,Attended,6,1,4,No,3.12
1253,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,Direct/Website,Data Engineer,Manufacturing,51-200,No-Show,2,0,2,No,0.7
1254,AI Innovation Tour,Regional,Hybrid,2024-07-28,2024-09-05,Email Campaign,Data Analyst,Technology,51-200,Attended,4,3,4,No,5.47
1255,AI Innovation Tour,Regional,Hybrid,2024-08-20,2024-09-05,LinkedIn Ad,IT Director,Media,51-200,Attended,7,2,4,No,31.29
1256,AI Innovation Tour,Regional,Hybrid,2024-08-08,2024-09-05,Email Campaign,Program Manager,Finance,201-1000,Attended,7,3,7,No,4.97
1257,AI Innovation Tour,Regional,Hybrid,2024-08-20,2024-09-05,Direct/Website,Program Manager,Manufacturing,51-200,Attended,3,2,8,Yes,0.48
1258,AI Innovation Tour,Regional,Hybrid,2024-08-20,2024-09-05,Social Media,Digital Marketing Specialist,Retail,5000+,Cancelled,5,0,0,No,15.0
1259,AI Innovation Tour,Regional,Hybrid,2024-08-02,2024-09-05,LinkedIn Ad,Digital Marketing Specialist,Retail,51-200,Attended,7,3,6,Yes,22.7
1260,AI Innovation Tour,Regional,Hybrid,2024-08-31,2024-09-05,LinkedIn Ad,Program Manager,Education,1001-5000,No-Show,5,0,1,No,15.68
1261,AI Innovation Tour,Regional,Hybrid,2024-08-21,2024-09-05,Social Media,Program Manager,Technology,51-200,Attended,5,1,4,No,9.26
1262,AI Innovation Tour,Regional,Hybrid,2024-08-21,2024-09-05,Google Search,Software Developer,Education,201-1000,Attended,3,1,4,Yes,33.36
1263,AI Innovation Tour,Regional,Hybrid,2024-07-08,2024-09-05,Email Campaign,VP Marketing,Finance,5000+,No-Show,6,0,1,No,5.88
1264,AI Innovation Tour,Regional,Hybrid,2024-07-15,2024-09-05,LinkedIn Ad,Software Developer,Technology,5000+,Attended,1,1,5,Yes,19.46
1265,AI Innovation Tour,Regional,Hybrid,2024-07-24,2024-09-05,Email Campaign,Business Analyst,Finance,201-1000,Attended,7,5,3,Yes,2.29
1266,AI Innovation Tour,Regional,Hybrid,2024-07-07,2024-09-05,Social Media,Software Developer,Retail,1-50,No-Show,1,0,2,No,9.8
1267,AI Innovation Tour,Regional,Hybrid,2024-09-01,2024-09-05,Email Campaign,Program Manager,Technology,1001-5000,No-Show,4,0,1,No,3.83
1268,AI Innovation Tour,Regional,Hybrid,2024-08-13,2024-09-05,LinkedIn Ad,Software Developer,Healthcare,51-200,Attended,6,4,5,No,24.52
1269,AI Innovation Tour,Regional,Hybrid,2024-07-16,2024-09-05,Direct/Website,Product Manager,Retail,201-1000,No-Show,4,0,2,No,0.48
1270,AI Innovation Tour,Regional,Hybrid,2024-08-23,2024-09-05,LinkedIn Ad,Product Manager,Manufacturing,51-200,Attended,5,2,6,Yes,44.45
1271,AI Innovation Tour,Regional,Hybrid,2024-07-17,2024-09-05,Email Campaign,CTO,Retail,1001-5000,Attended,11,11,7,Yes,6.05
1272,AI Innovation Tour,Regional,Hybrid,2024-07-25,2024-09-05,LinkedIn Ad,VP Marketing,Media,201-1000,Cancelled,2,0,0,No,22.83
1273,AI Innovation Tour,Regional,Hybrid,2024-08-18,2024-09-05,Social Media,Solutions Architect,Education,51-200,No-Show,8,0,2,No,24.75
1274,AI Innovation Tour,Regional,Hybrid,2024-07-31,2024-09-05,Email Campaign,Program Manager,Media,201-1000,No-Show,7,0,1,No,6.51
1275,AI Innovation Tour,Regional,Hybrid,2024-08-20,2024-09-05,LinkedIn Ad,Data Engineer,Manufacturing,1-50,No-Show,6,0,1,No,24.96
